,Date,Total Traffic Volume,Base Interest Rate,Exchange Rate,Gross Domestic Product (GDP),Economic Growth Rate (Real GDP Growth Rate),Export price,Export growth rate,Import price,Import growth rate,Nationwide Consumer Price Index,Regular Unleaded Gasoline,Diesel Fuel for Automobiles,number of car ownership
1060,2013-11-26,6893528.0,2.5,1055.8666666666668,392450.8,3.9,47951750.99473351,4.295934274278491,47951750.99473351,1.600800505582472,93.21016666666668,1876.24,1690.68,19398585.0
1061,2013-11-27,6370942.0,2.5,1055.7733333333333,392450.8,3.9,47954246.53718138,4.514704023593826,47954246.53718138,1.718348430587727,93.21393333333332,1875.87,1690.37,19399041.0
1062,2013-11-28,6564489.0,2.5,1055.68,392450.8,3.9,47956742.07962924,4.733473772909209,47956742.07962924,1.835896355593007,93.2177,1875.71,1690.41,19399496.0
1063,2013-11-29,7460833.0,2.5,1055.5866666666668,392450.8,3.9,47959237.6220771,4.952243522224544,47959237.6220771,1.953444280598262,93.22146666666669,1875.62,1690.5,19399952.0
1064,2013-12-01,6468901.0,2.5,1055.493333333333,392450.8,3.9,47961733.16452496,5.171013271539879,47961733.16452496,2.070992205603517,93.22523333333334,1875.65,1690.54,19400408.0
1065,2013-12-02,6842031.0,2.5,1055.4,392450.8,3.9,47964228.70697282,5.389783020855262,47964228.70697282,2.188540130608797,93.229,1875.59,1690.29,19400864.0
1066,2013-12-03,6814271.0,2.5,1055.883870967742,392450.8,3.9,47966724.24942069,5.608552770170597,47966724.24942069,2.306088055614052,93.2451612903226,1875.48,1690.53,19420441.0
1067,2013-12-04,6798266.0,2.5,1056.367741935484,392450.8,3.9,47969219.79186855,5.827322519485979,47969219.79186855,2.423635980619332,93.26132258064516,1876.59,1692.41,19440018.0
1068,2013-12-05,6876858.0,2.5,1056.851612903226,392450.8,3.9,47971715.33431641,6.046092268801314,47971715.33431641,2.541183905624587,93.27748387096774,1876.99,1693.3,19459595.0
1069,2013-12-06,7515456.0,2.5,1057.335483870968,392450.8,3.9,47974210.87676428,6.264862018116697,47974210.87676428,2.658731830629867,93.29364516129031,1877.43,1694.11,19479173.0
1070,2013-12-07,7577498.0,2.5,1057.8193548387098,392450.8,3.9,47976706.41921213,6.483631767432033,47976706.41921213,2.776279755635122,93.3098064516129,1877.75,1694.96,19498750.0
1071,2013-12-08,6305750.0,2.5,1058.3032258064518,392450.8,3.9,47979201.96166,6.702401516747415,47979201.96166,2.893827680640402,93.32596774193549,1878.39,1695.68,19518327.0
1072,2013-12-09,6472771.0,2.5,1058.7870967741935,392450.8,3.9,47973803.30145356,6.8775647777544,47971232.35453972,2.986728460080067,93.34212903225809,1878.7,1695.8,19537905.0
1073,2013-12-10,6691596.0,2.5,1059.2709677419357,392450.8,3.9,47894725.41647356,6.645734147882875,47865588.01811671,2.849589214240574,93.35829032258064,1879.01,1696.49,19557482.0
1074,2013-12-11,6274674.0,2.5,1059.7548387096774,392450.8,3.9,47815647.53149358,6.4139035180114,47759943.68169371,2.71244996840111,93.37445161290324,1879.85,1697.66,19577059.0
1075,2013-12-12,6234716.0,2.5,1060.2387096774194,392450.8,3.9,47736569.64651359,6.182072888139875,47654299.34527069,2.575310722561616,93.3906129032258,1880.33,1698.4,19596637.0
1076,2013-12-13,6903837.0,2.5,1060.722580645161,392450.8,3.9,47657491.76153361,5.950242258268401,47548655.00884771,2.438171476722153,93.4067741935484,1880.74,1699.06,19616214.0
1077,2013-12-14,6926484.0,2.5,1061.2064516129033,392450.8,3.9,47578413.87655362,5.718411628396926,47443010.67242471,2.301032230882689,93.42293548387096,1880.89,1699.46,19635791.0
1078,2013-12-15,5812549.0,2.5,1061.6903225806452,392450.8,3.9,47499335.99157363,5.486580998525401,47337366.33600169,2.163892985043195,93.43909677419354,1881.38,1699.99,19655369.0
1079,2013-12-16,6745251.0,2.5,1062.1741935483872,392450.8,3.9,47420258.10659365,5.254750368653927,47231721.9995787,2.026753739203731,93.45525806451612,1881.53,1699.95,19674946.0
1080,2013-12-17,6749264.0,2.5,1062.6580645161291,392450.8,3.9,47341180.22161365,5.022919738782402,47126077.66315568,1.889614493364238,93.47141935483872,1881.77,1700.55,19694523.0
1081,2013-12-18,6769532.0,2.5,1063.141935483871,392450.8,3.9,47262102.33663367,4.791089108910928,47020433.32673269,1.752475247524774,93.48758064516127,1881.9,1700.59,19714101.0
1082,2013-12-19,6457147.0,2.5,1063.625806451613,392450.8,3.9,47183024.45165368,4.559258479039402,46914788.99030967,1.61533600168528,93.50374193548387,1882.02,1700.7,19733678.0
1083,2013-12-20,7048929.0,2.5,1064.109677419355,392450.8,3.9,47103946.5666737,4.327427849167927,46809144.65388668,1.478196755845816,93.51990322580646,1882.2,1700.94,19753255.0
1084,2013-12-21,7124649.0,2.5,1064.593548387097,392450.8,3.9,47024868.6816937,4.095597219296403,46703500.31746367,1.341057510006323,93.53606451612904,1882.81,1701.44,19772833.0
1085,2013-12-22,5865593.0,2.5,1065.0774193548389,392450.8,3.9,46945790.79671372,3.863766589424928,46597855.98104067,1.203918264166859,93.55222580645162,1883.1,1701.7,19792410.0
1086,2013-12-23,6971657.0,2.5,1065.5612903225808,392450.8,3.9,46866712.91173372,3.631935959553403,46492211.64461765,1.066779018327365,93.5683870967742,1883.26,1701.77,19811987.0
1087,2013-12-24,7359715.0,2.5,1066.0451612903228,392450.8,3.9,46787635.02675375,3.400105329681929,46386567.30819466,0.9296397724879015,93.58454838709676,1883.34,1702.13,19831565.0
1088,2013-12-25,5417466.0,2.5,1066.5290322580647,392450.8,3.9,46708557.14177375,3.168274699810404,46280922.97177164,0.7925005266484075,93.60070967741936,1883.57,1702.32,19851142.0
1089,2013-12-26,6789271.0,2.5,1067.0129032258064,392450.8,3.9,46629479.25679377,2.936444069938929,46175278.63534865,0.6553612808089437,93.61687096774192,1883.75,1702.48,19870719.0
1090,2013-12-27,7185440.0,2.5,1067.4967741935484,392450.8,3.9,46550401.37181379,2.704613440067455,46069634.29892566,0.5182220349694799,93.63303225806452,1884.09,1702.95,19890297.0
1091,2013-12-28,6863818.0,2.5,1067.9806451612903,392450.8,3.9,46471323.4868338,2.472782810195929,45963989.96250264,0.3810827891299864,93.6491935483871,1884.3,1703.3,19909874.0
1092,2013-12-29,5549642.0,2.5,1068.4645161290323,392450.8,3.9,46392245.60185382,2.240952180324455,45858345.62607965,0.2439435432905226,93.66535483870967,1884.64,1703.53,19929451.0
1093,2013-12-30,7028187.0,2.5,1068.9483870967742,392450.8,3.9,46313167.71687382,2.00912155045293,45752701.28965663,0.106804297451029,93.68151612903226,1884.83,1703.6,19949029.0
1094,2014-01-01,6114979.0,2.5,1069.4322580645162,392450.8,3.9,46234089.83189384,1.777290920581455,45647056.95323364,-0.03033494838843476,93.69767741935485,1885.06,1704.02,19968606.0
1095,2014-01-02,6600014.0,2.5,1069.916129032258,392450.8,3.9,46155011.94691385,1.545460290709931,45541412.61681062,-0.1674741942279283,93.71383870967742,1886.98,1705.43,19988183.0
1096,2014-01-03,7168051.0,2.5,1070.4,373559.7,3.8,46075934.06193386,1.313629660838457,45435768.28038763,-0.3046134400673921,94.205,1887.37,1705.85,19492186.0
1097,2014-01-04,6815113.0,2.5,1070.3064516129034,373559.7,3.8,45996856.17695387,1.081799030966931,45330123.94396461,-0.4417526859068861,94.19774193548388,1887.56,1706.27,19493656.0
1098,2014-01-05,5632310.0,2.5,1070.2129032258065,373559.7,3.8,45917778.29197389,0.8499684010954569,45224479.60754162,-0.5788919317463499,94.19048387096774,1888.51,1707.15,19495127.0
1099,2014-01-06,6663133.0,2.5,1070.1193548387098,373559.7,3.8,45838700.40699389,0.6181377712239318,45118835.2711186,-0.7160311775858434,94.18322580645162,1888.98,1707.61,19496598.0
1100,2014-01-07,6709169.0,2.5,1070.0258064516129,373559.7,3.8,45759622.52201391,0.3863071413524573,45013190.93469561,-0.8531704234253072,94.17596774193548,1889.11,1707.56,19498069.0
1101,2014-01-08,6255434.0,2.5,1069.9322580645162,373559.7,3.8,45680544.63703393,0.1544765114809827,44907546.59827261,-0.990309669264771,94.16870967741936,1889.14,1707.8,19499540.0
1102,2014-01-09,6385454.0,2.5,1069.8387096774195,373559.7,3.8,45601466.75205394,-0.0773541183905424,44801902.2618496,-1.127448915104265,94.16145161290322,1889.15,1707.73,19501011.0
1103,2014-01-10,7021257.0,2.5,1069.7451612903226,373559.7,3.8,45518912.28628609,-0.1753949863071512,44704731.03096694,-1.120033705498241,94.1541935483871,1889.16,1707.7,19502482.0
1104,2014-01-11,7090121.0,2.5,1069.651612903226,373559.7,3.8,45432452.62018117,-0.1231514640825822,44617077.53507479,-0.9502422582683919,94.14693548387096,1889.13,1707.6,19503953.0
1105,2014-01-12,5789252.0,2.5,1069.5580645161292,373559.7,3.8,45345992.95407628,-0.07090794185802454,44529424.03918266,-0.7804508110385796,94.13967741935484,1888.66,1707.37,19505424.0
1106,2014-01-13,6583375.0,2.5,1069.4645161290323,373559.7,3.8,45259533.28797136,-0.01866441963345553,44441770.5432905,-0.6106593638087303,94.1324193548387,1888.51,1707.28,19506895.0
1107,2014-01-14,6530931.0,2.5,1069.3709677419356,373559.7,3.8,45173073.62186646,0.03357910259110208,44354117.04739837,-0.440867916578918,94.12516129032258,1888.39,1707.11,19508366.0
1108,2014-01-15,6590753.0,2.5,1069.277419354839,373559.7,3.8,45086613.95576154,0.0858226248156711,44266463.55150622,-0.2710764693490687,94.11790322580646,1888.27,1707.12,19509837.0
1109,2014-01-16,6677023.0,2.5,1069.183870967742,373559.7,3.8,45000154.28965664,0.1380661470402287,44178810.05561408,-0.1012850221192565,94.11064516129032,1887.64,1706.65,19511308.0
1110,2014-01-17,7274410.0,2.5,1069.0903225806453,373559.7,3.8,44913694.62355172,0.1903096692647978,44091156.55972193,0.0685064251105929,94.1033870967742,1887.23,1706.31,19512779.0
1111,2014-01-18,7118137.0,2.5,1068.9967741935484,373559.7,3.8,44827234.95744682,0.2425531914893554,44003503.06382979,0.2382978723404052,94.09612903225806,1886.88,1705.98,19514250.0
1112,2014-01-19,5907020.0,2.5,1068.9032258064517,373559.7,3.8,44740775.2913419,0.2947967137139244,43915849.56793764,0.4080893195702544,94.08887096774194,1886.39,1705.56,19515720.0
1113,2014-01-20,6106416.0,2.5,1068.8096774193548,373559.7,3.8,44654315.625237,0.347040235938482,43828196.07204551,0.5778807668000667,94.0816129032258,1886.06,1705.11,19517191.0
1114,2014-01-21,6206858.0,2.5,1068.716129032258,373559.7,3.8,44567855.9591321,0.3992837581630397,43740542.57615338,0.747672214029879,94.07435483870968,1885.83,1704.69,19518662.0
1115,2014-01-22,6577414.0,2.5,1068.6225806451614,373559.7,3.8,44481396.29302718,0.4515272803876086,43652889.08026122,0.9174636612597282,94.06709677419354,1885.54,1704.51,19520133.0
1116,2014-01-23,6804837.0,2.5,1068.5290322580645,373559.7,3.8,44394936.62692228,0.5037708026121663,43565235.58436909,1.087255108489541,94.05983870967742,1885.24,1704.06,19521604.0
1117,2014-01-24,7290818.0,2.5,1068.4354838709678,373559.7,3.8,44308476.96081737,0.5560143248367353,43477582.08847694,1.25704655571939,94.0525806451613,1884.91,1703.67,19523075.0
1118,2014-01-25,6409940.0,2.5,1068.3419354838709,373559.7,3.8,44222017.29471246,0.6082578470612929,43389928.5925848,1.426838002949202,94.04532258064516,1884.54,1703.47,19524546.0
1119,2014-01-26,5235710.0,2.5,1068.2483870967742,373559.7,3.8,44135557.62860755,0.6605013692858619,43302275.09669265,1.596629450179052,94.03806451612904,1884.02,1702.88,19526017.0
1120,2014-01-27,6973891.0,2.5,1068.1548387096775,373559.7,3.8,44049097.96250264,0.7127448915104195,43214621.60080052,1.766420897408864,94.0308064516129,1883.73,1702.41,19527488.0
1121,2014-01-28,7168933.0,2.5,1068.0612903225806,373559.7,3.8,43962638.29639773,0.7649884137349885,43126968.10490837,1.936212344638713,94.02354838709678,1883.55,1702.17,19528959.0
1122,2014-01-29,7576949.0,2.5,1067.967741935484,373559.7,3.8,43876178.63029283,0.8172319359595461,43039314.60901623,2.106003791868526,94.01629032258064,1883.49,1702.14,19530430.0
1123,2014-01-30,6655495.0,2.5,1067.8741935483872,373559.7,3.8,43789718.96418791,0.8694754581841153,42951661.11312408,2.275795239098374,94.00903225806452,1883.21,1701.88,19531901.0
1124,2014-01-31,9103784.0,2.5,1067.7806451612903,373559.7,3.8,43703259.29808301,0.921718980408673,42864007.61723195,2.445586686328187,94.0017741935484,1883.07,1701.64,19533372.0
1125,2014-02-01,6878259.0,2.5,1067.6870967741936,373559.7,3.8,43616799.63197809,0.9739625026332419,42776354.12133979,2.615378133558036,93.99451612903226,1882.83,1701.27,19534843.0
1126,2014-02-02,5483188.0,2.5,1067.5935483870967,373559.7,3.8,43530339.96587319,1.0262060248578,42688700.62544766,2.785169580787849,93.98725806451613,1882.89,1701.18,19536314.0
1127,2014-02-03,6185787.0,2.5,1067.5,373559.7,3.8,43443880.29976829,1.078449547082357,42601047.12955552,2.954961028017661,93.98,1882.84,1700.98,19537785.0
1128,2014-02-04,6228277.0,2.5,1067.4,373559.7,3.8,43357420.63366337,1.130693069306926,42513393.63366337,3.12475247524751,93.98617857142858,1882.63,1700.81,19539875.0
1129,2014-02-05,6303978.0,2.5,1067.3,373559.7,3.8,43270960.96755847,1.182936591531484,42425740.13777124,3.294543922477322,93.99235714285714,1882.25,1700.62,19541966.0
1130,2014-02-06,6443085.0,2.5,1067.2,373559.7,3.8,43184501.30145355,1.235180113756053,42338086.64187909,3.464335369707172,93.99853571428572,1882.22,1700.7,19544056.0
1131,2014-02-07,6961558.0,2.5,1067.1,373559.7,3.8,43098041.63534866,1.28742363598061,42250433.14598695,3.634126816936984,94.00471428571429,1881.94,1700.5,19546147.0
1132,2014-02-08,6274682.0,2.5,1067.0,373559.7,3.8,43011581.96924374,1.339667158205179,42162779.6500948,3.803918264166834,94.01089285714286,1881.8,1700.22,19548237.0
1133,2014-02-09,4947830.0,2.5,1066.9,373559.7,3.8,42925122.30313884,1.391910680429737,42075126.15420267,3.973709711396646,94.01707142857144,1881.48,1699.92,19550328.0
1134,2014-02-10,6235222.0,2.5,1066.8,373559.7,3.8,43081526.04002527,1.463471666315565,42158061.86833789,3.988961449336423,94.02325,1881.13,1699.48,19552419.0
1135,2014-02-11,6340041.0,2.5,1066.7,373559.7,3.8,43282423.83547501,1.538571729513367,42272250.56751631,3.975900568780284,94.02942857142858,1881.0,1699.1,19554509.0
1136,2014-02-12,6502752.0,2.5,1066.6,373559.7,3.8,43483321.63092479,1.613671792711185,42386439.26669475,3.962839688224142,94.03560714285716,1880.85,1699.14,19556600.0
1137,2014-02-13,6585831.0,2.5,1066.5,373559.7,3.8,43684219.42637452,1.688771855908986,42500627.96587317,3.949778807668002,94.04178571428572,1880.37,1698.7,19558690.0
1138,2014-02-14,7219033.0,2.5,1066.4,373559.7,3.8,43885117.22182431,1.763871919106804,42614816.66505161,3.93671792711186,94.04796428571429,1880.18,1698.37,19560781.0
1139,2014-02-15,7095539.0,2.5,1066.3,373559.7,3.8,44086015.01727404,1.838971982304606,42729005.36423003,3.923657046555721,94.05414285714286,1880.08,1698.15,19562871.0
1140,2014-02-16,5875032.0,2.5,1066.2,373559.7,3.8,44286912.81272379,1.914072045502407,42843194.06340844,3.910596165999581,94.06032142857144,1879.89,1697.95,19564962.0
1141,2014-02-17,6701010.0,2.5,1066.1,373559.7,3.8,44487810.60817356,1.989172108700225,42957382.76258688,3.897535285443439,94.0665,1879.81,1697.69,19567053.0
1142,2014-02-18,6555065.0,2.5,1066.0,373559.7,3.8,44688708.40362331,2.064272171898027,43071571.4617653,3.8844744048873,94.07267857142858,1879.62,1697.39,19569143.0
1143,2014-02-19,6676989.0,2.5,1065.9,373559.7,3.8,44889606.19907308,2.139372235095845,43185760.16094375,3.871413524331158,94.07885714285716,1879.59,1697.58,19571234.0
1144,2014-02-20,6810526.0,2.5,1065.8,373559.7,3.8,45090503.99452282,2.214472298293646,43299948.86012217,3.858352643775018,94.08503571428572,1880.49,1697.75,19573324.0
1145,2014-02-21,7427830.0,2.5,1065.7,373559.7,3.8,45291401.7899726,2.289572361491464,43414137.5593006,3.845291763218876,94.09121428571429,1880.43,1697.61,19575415.0
1146,2014-02-22,7398009.0,2.5,1065.6,373559.7,3.8,45492299.58542234,2.364672424689266,43528326.25847902,3.832230882662736,94.09739285714286,1880.46,1697.58,19577505.0
1147,2014-02-23,6206910.0,2.5,1065.5,373559.7,3.8,45693197.38087212,2.439772487887084,43642514.95765746,3.819170002106594,94.10357142857144,1880.32,1697.44,19579596.0
1148,2014-02-24,6999503.0,2.5,1065.4,373559.7,3.8,45894095.17632186,2.514872551084886,43756703.65683588,3.806109121550455,94.10975,1880.29,1697.35,19581687.0
1149,2014-02-25,7005535.0,2.5,1065.3,373559.7,3.8,46094992.97177164,2.589972614282703,43870892.35601433,3.793048240994312,94.11592857142858,1880.23,1697.06,19583777.0
1150,2014-02-26,6958186.0,2.5,1065.2,373559.7,3.8,46295890.76722138,2.665072677480505,43985081.05519274,3.779987360438173,94.12210714285716,1880.29,1697.34,19585868.0
1151,2014-02-27,7045606.0,2.5,1065.1,373559.7,3.8,46496788.56267116,2.740172740678323,44099269.75437118,3.766926479882031,94.12828571428572,1880.5,1697.62,19587958.0
1152,2014-02-28,7864258.0,2.5,1065.0,373559.7,3.8,46697686.3581209,2.815272803876125,44213458.4535496,3.753865599325891,94.13446428571427,1880.55,1697.69,19590049.0
1153,2014-03-01,7691353.0,2.5,1064.9,373559.7,3.8,46898584.15357064,2.890372867073927,44327647.15272801,3.740804718769752,94.14064285714286,1880.49,1697.5,19592139.0
1154,2014-03-02,6650184.0,2.5,1064.8,373559.7,3.8,47099481.94902042,2.965472930271744,44441835.85190646,3.72774383821361,94.14682142857144,1880.43,1697.53,19594230.0
1155,2014-03-03,6791737.0,2.5,1064.7,373559.7,3.8,47300379.74447016,3.040572993469546,44556024.55108488,3.71468295765747,94.153,1880.52,1697.35,19596321.0
1156,2014-03-04,6680654.0,2.5,1063.683870967742,373559.7,3.8,47501277.53991994,3.115673056667364,44670213.25026332,3.701622077101328,94.1549677419355,1880.52,1697.19,19598473.0
1157,2014-03-05,6651333.0,2.5,1062.667741935484,373559.7,3.8,47702175.33536968,3.190773119865165,44784401.94944173,3.688561196545189,94.15693548387095,1880.59,1697.44,19600626.0
1158,2014-03-06,6727679.0,2.5,1061.651612903226,373559.7,3.8,47903073.13081945,3.265873183062983,44898590.64862017,3.675500315989046,94.15890322580644,1880.89,1697.46,19602778.0
1159,2014-03-07,7303641.0,2.5,1060.6354838709678,373559.7,3.8,48103970.92626919,3.340973246260785,45012779.34779859,3.662439435432907,94.16087096774194,1881.03,1697.47,19604931.0
1160,2014-03-08,7227382.0,2.5,1059.6193548387098,373559.7,3.8,48304868.72171897,3.416073309458603,45126968.04697704,3.649378554876765,94.16283870967744,1881.2,1697.44,19607083.0
1161,2014-03-09,5835401.0,2.5,1058.6032258064515,373559.7,3.8,48505766.51716871,3.491173372656405,45241156.74615545,3.636317674320626,94.1648064516129,1881.57,1697.76,19609236.0
1162,2014-03-10,6837341.0,2.5,1057.5870967741937,373559.7,3.8,48706664.31261849,3.566273435854223,45355345.44533389,3.623256793764483,94.1667741935484,1881.68,1697.62,19611388.0
1163,2014-03-11,6823653.0,2.5,1056.5709677419354,373559.7,3.8,48907562.10806823,3.641373499052024,45469534.14451231,3.610195913208344,94.16874193548388,1881.68,1697.44,19613541.0
1164,2014-03-12,6581355.0,2.5,1055.5548387096774,373559.7,3.8,49073008.79039393,3.737244575521382,45560928.71223931,3.610743627554245,94.17070967741935,1881.83,1697.79,19615693.0
1165,2014-03-13,6631842.0,2.5,1054.538709677419,373559.7,3.8,49112291.2171898,3.907036022751194,45571202.98862439,3.659721929639768,94.17267741935484,1881.9,1697.68,19617846.0
1166,2014-03-14,7546593.0,2.5,1053.5225806451613,373559.7,3.8,49151573.64398567,4.076827469981007,45581477.26500948,3.70870023172529,94.17464516129031,1882.04,1697.54,19619999.0
1167,2014-03-15,7555730.0,2.5,1052.5064516129032,373559.7,3.8,49190856.07078154,4.246618917210855,45591751.54139456,3.757678533810824,94.17661290322582,1882.1,1697.54,19622151.0
1168,2014-03-16,6327113.0,2.5,1051.4903225806452,373559.7,3.8,49230138.49757741,4.416410364440668,45602025.81777965,3.806656835896347,94.17858064516128,1881.87,1697.26,19624304.0
1169,2014-03-17,6942733.0,2.5,1050.4741935483871,373559.7,3.8,49269420.92437328,4.586201811670517,45612300.09416474,3.85563513798188,94.18054838709678,1881.8,1697.0,19626456.0
1170,2014-03-18,6814972.0,2.5,1049.458064516129,373559.7,3.8,49308703.35116915,4.75599325890033,45622574.37054982,3.904613440067403,94.18251612903228,1881.77,1696.83,19628609.0
1171,2014-03-19,6885295.0,2.5,1048.441935483871,373559.7,3.8,49347985.77796503,4.925784706130179,45632848.6469349,3.953591742152936,94.18448387096774,1881.8,1696.95,19630761.0
1172,2014-03-20,6868138.0,2.5,1047.425806451613,373559.7,3.8,49387268.20476089,5.095576153359992,45643122.92331999,4.002570044238459,94.18645161290324,1881.66,1696.52,19632914.0
1173,2014-03-21,7605351.0,2.5,1046.409677419355,373559.7,3.8,49426550.63155677,5.26536760058984,45653397.19970508,4.051548346323992,94.18841935483871,1881.47,1696.19,19635066.0
1174,2014-03-22,7828599.0,2.5,1045.3935483870969,373559.7,3.8,49465833.05835264,5.435159047819653,45663671.47609016,4.100526648409515,94.1903870967742,1881.27,1695.94,19637219.0
1175,2014-03-23,6577462.0,2.5,1044.3774193548388,373559.7,3.8,49505115.48514851,5.604950495049502,45673945.75247525,4.149504950495048,94.19235483870968,1880.8,1695.33,19639371.0
1176,2014-03-24,7063883.0,2.5,1043.3612903225808,373559.7,3.8,49544397.91194438,5.774741942279315,45684220.02886033,4.198483252580571,94.19432258064516,1880.6,1694.98,19641524.0
1177,2014-03-25,6897249.0,2.5,1042.3451612903227,373559.7,3.8,49583680.33874026,5.944533389509164,45694494.30524542,4.247461554666105,94.19629032258064,1880.46,1694.67,19643677.0
1178,2014-03-26,6833058.0,2.5,1041.329032258065,373559.7,3.8,49622962.76553612,6.114324836738977,45704768.58163051,4.296439856751627,94.19825806451612,1880.33,1694.7,19645829.0
1179,2014-03-27,7125437.0,2.5,1040.3129032258064,373559.7,3.8,49662245.19233199,6.284116283968789,45715042.85801559,4.34541815883715,94.2002258064516,1880.02,1694.39,19647982.0
1180,2014-03-28,7821259.0,2.5,1039.2967741935483,373559.7,3.8,49701527.61912787,6.453907731198638,45725317.13440067,4.394396460922684,94.2021935483871,1879.79,1694.09,19650134.0
1181,2014-03-29,7404219.0,2.5,1038.2806451612903,373559.7,3.8,49740810.04592373,6.62369917842845,45735591.41078576,4.443374763008206,94.20416129032256,1879.51,1693.82,19652287.0
1182,2014-03-30,6683423.0,2.5,1037.2645161290322,373559.7,3.8,49780092.47271961,6.793490625658299,45745865.68717084,4.49235306509374,94.20612903225806,1879.34,1693.62,19654439.0
1183,2014-03-31,7036146.0,2.5,1036.2483870967742,373559.7,3.8,49819374.89951548,6.963282072888111,45756139.96355593,4.541331367179263,94.20809677419356,1879.13,1693.22,19656592.0
1184,2014-04-01,7011759.0,2.5,1035.232258064516,373559.7,3.8,49858657.32631135,7.133073520117961,45766414.23994102,4.590309669264796,94.21006451612904,1879.02,1693.02,19658744.0
1185,2014-04-02,7135109.0,2.5,1034.216129032258,373559.7,3.8,49897939.75310722,7.302864967347773,45776688.5163261,4.639287971350319,94.21203225806453,1878.94,1693.14,19660897.0
1186,2014-04-03,7074377.0,2.5,1033.2,388566.9,3.4,49937222.1799031,7.472656414577623,45786962.79271118,4.688266273435852,94.214,1878.66,1692.96,19663050.0
1187,2014-04-04,7859421.0,2.5,1032.763333333333,388566.9,3.4,49976504.60669896,7.642447861807435,45797237.06909627,4.737244575521375,94.21916666666668,1878.42,1692.75,19664938.0
1188,2014-04-05,8293789.0,2.5,1032.3266666666668,388566.9,3.4,50015787.03349484,7.812239309037285,45807511.34548136,4.786222877606908,94.22433333333332,1878.43,1692.64,19666827.0
1189,2014-04-06,7257037.0,2.5,1031.89,388566.9,3.4,50055069.46029071,7.982030756267097,45817785.62186644,4.835201179692431,94.2295,1878.3,1692.45,19668716.0
1190,2014-04-07,7194044.0,2.5,1031.4533333333334,388566.9,3.4,50094351.88708658,8.151822203496945,45828059.89825153,4.884179481777965,94.23466666666668,1878.16,1692.11,19670605.0
1191,2014-04-08,7072219.0,2.5,1031.0166666666669,388566.9,3.4,50133634.31388245,8.321613650726757,45838334.17463661,4.933157783863487,94.23983333333334,1878.08,1691.83,19672494.0
1192,2014-04-09,7106317.0,2.5,1030.58,388566.9,3.4,50172916.74067832,8.49140509795657,45848608.45102169,4.98213608594901,94.245,1877.99,1691.93,19674383.0
1193,2014-04-10,7187064.0,2.5,1030.1433333333334,388566.9,3.4,50212199.16747419,8.66119654518642,45858882.72740678,5.031114388034544,94.25016666666669,1877.71,1691.4,19676272.0
1194,2014-04-11,7892122.0,2.5,1029.7066666666667,388566.9,3.4,50251481.59427006,8.830987992416233,45869157.00379187,5.080092690120066,94.25533333333333,1877.47,1691.14,19678160.0
1195,2014-04-12,8004845.0,2.5,1029.27,388566.9,3.4,50215308.88476934,8.69844112070784,45810038.66673689,5.010848957236159,94.2605,1877.19,1690.81,19680049.0
1196,2014-04-13,6734912.0,2.5,1028.8333333333337,388566.9,3.4,50127465.81019593,8.358858226248215,45703401.47482622,4.860648830840556,94.26566666666666,1876.74,1690.21,19681938.0
1197,2014-04-14,7182297.0,2.5,1028.3966666666668,388566.9,3.4,50039622.7356225,8.019275331788515,45596764.28291553,4.71044870444492,94.27083333333331,1876.56,1689.76,19683827.0
1198,2014-04-15,7147577.0,2.5,1027.96,388566.9,3.4,49951779.6610491,7.679692437328891,45490127.09100486,4.560248578049316,94.276,1876.4,1689.51,19685716.0
1199,2014-04-16,7153865.0,2.5,1027.5233333333333,388566.9,3.4,49863936.58647567,7.340109542869192,45383489.89909417,4.41004845165368,94.28116666666666,1876.29,1689.5,19687605.0
1200,2014-04-17,6981353.0,2.5,1027.0866666666666,388566.9,3.4,49776093.51190227,7.000526648409568,45276852.7071835,4.259848325258077,94.28633333333332,1876.08,1689.05,19689494.0
1201,2014-04-18,7612844.0,2.5,1026.65,388566.9,3.4,49688250.43732884,6.660943753949869,45170215.5152728,4.109648198862441,94.2915,1876.0,1688.75,19691383.0
1202,2014-04-19,7735519.0,2.5,1026.2133333333334,388566.9,3.4,49600407.36275543,6.321360859490245,45063578.32336213,3.959448072466838,94.29666666666668,1875.81,1688.45,19693271.0
1203,2014-04-20,6545146.0,2.5,1025.7766666666666,388566.9,3.4,49512564.28818201,5.981777965030545,44956941.13145144,3.809247946071203,94.30183333333332,1875.46,1688.07,19695160.0
1204,2014-04-21,7123776.0,2.5,1025.34,388566.9,3.4,49424721.2136086,5.642195070570921,44850303.93954077,3.6590478196756,94.307,1875.24,1687.74,19697049.0
1205,2014-04-22,7066036.0,2.5,1024.9033333333334,388566.9,3.4,49336878.1390352,5.302612176111296,44743666.7476301,3.508847693279996,94.31216666666668,1875.18,1687.52,19698938.0
1206,2014-04-23,7028321.0,2.5,1024.4666666666667,388566.9,3.4,49249035.06446178,4.963029281651598,44637029.55571941,3.35864756688436,94.31733333333334,1875.0,1687.49,19700827.0
1207,2014-04-24,7132970.0,2.5,1024.03,388566.9,3.4,49161191.98988837,4.623446387191973,44530392.36380874,3.208447440488757,94.3225,1874.74,1687.09,19702716.0
1208,2014-04-25,7734960.0,2.5,1023.5933333333334,388566.9,3.4,49073348.91531494,4.283863492732275,44423755.17189804,3.058247314093121,94.32766666666669,1874.35,1686.66,19704605.0
